,P,Q,t
10655,5.818232351306281,26985.0,103.03.15
10657,6.557042040528279,19838.0,103.03.17
10678,6.126783519054606,50434.0,103.03.18
10693,5.730321920357276,64488.0,103.03.19
10708,5.765782723812676,72516.0,103.03.20
10723,5.632132588515566,73038.0,103.03.21
10738,5.340753128079553,66974.0,103.03.22
10759,5.338636363636364,32560.0,103.03.22
10762,5.533394118987919,21935.0,103.03.24
10783,5.655311183902668,49151.0,103.03.25
10798,5.695329805131081,57064.0,103.03.26
10813,5.522513112475904,66921.0,103.03.27
10828,5.510811141636972,73526.0,103.03.28
10843,5.614554151495682,70035.0,103.03.29
10865,5.6336847120481215,33582.0,103.03.29
10867,5.74241031566784,38078.0,103.03.31
10888,5.551551668615786,59001.0,103.04.01
10903,5.278280385235542,45894.0,103.04.02
10918,5.387228978392652,53778.0,103.04.03
10933,5.677175285542099,69692.0,103.04.04
10953,5.85283355753944,40885.0,103.04.04
10964,5.761876232921751,27374.0,103.04.07
10974,5.881136841419097,61363.0,103.04.08
10989,5.918037761777294,69859.0,103.04.09
11004,5.912704294126096,69630.0,103.04.10
11019,6.073501637796206,67774.0,103.04.11
11034,6.27257275302601,73777.0,103.04.12
11055,6.35208862510374,39763.0,103.04.12
11058,5.997095873877951,39771.0,103.04.14
11079,6.071519336381811,87038.0,103.04.15
11094,6.1592356053394735,90346.0,103.04.16
11109,6.227804533706778,87831.0,103.04.17
11124,6.311701954204968,84638.0,103.04.18
11139,6.5041611563342965,83782.0,103.04.19
11161,6.633775287042099,43896.0,103.04.19
11163,6.061601307189543,30600.0,103.04.21
11184,6.340419328559792,69969.0,103.04.22
11199,6.933809364008104,80457.0,103.04.23
11214,8.039823661614706,86765.0,103.04.24
11229,8.846778017356977,93219.0,103.04.25
11244,9.035198654096694,97481.0,103.04.26
11265,9.0895292256553,49939.0,103.04.26
11268,9.3,35753.0,103.04.28
11289,9.339203864636808,79283.0,103.04.29
11304,9.24649233308718,92084.0,103.04.30
11319,8.964931183443841,79632.0,103.05.01
11334,8.6469647741526,66173.0,103.05.02
11349,8.304714633016902,69104.0,103.05.03
11371,8.0,34009.0,103.05.03
11373,8.5,30003.0,103.05.05
11394,8.604793183873578,63027.0,103.05.06
11409,8.443777128177873,67734.0,103.05.07
11424,8.097270485371595,71368.0,103.05.08
11439,7.845034684672805,75826.0,103.05.09
11454,7.648616041506343,80566.0,103.05.10
11475,7.6,41398.0,103.05.10
11478,8.0,33602.0,103.05.12
11498,8.20379253463352,68503.0,103.05.13
11513,8.297460242107762,71621.0,103.05.14
11528,8.010631981988443,69733.0,103.05.15
11543,7.491038657635286,68059.0,103.05.16
11558,7.6469231211215805,69616.0,103.05.17
11580,8.1,34570.0,103.05.17
11582,8.4,33213.0,103.05.19
11603,8.502433794045503,68083.0,103.05.20
11618,8.497582134661666,71468.0,103.05.21
11633,8.602727468736523,74208.0,103.05.22
11648,8.89735121931249,73279.0,103.05.23
11663,9.412261869174117,73594.0,103.05.24
11684,9.8,37925.0,103.05.24
11687,10.0,34085.0,103.05.26
11707,10.051411954213057,70151.0,103.05.27
11721,10.04925837908711,73218.0,103.05.28
11735,10.09814672661476,72952.0,103.05.29
11749,10.098600859314752,72616.0,103.05.30
11764,10.554915473242168,74296.0,103.05.31
11779,11.208683908827702,51463.0,103.06.01
11795,11.5,13983.0,103.06.01
11810,12.0,25000.0,103.06.04
11821,12.09364191359469,47011.0,103.06.05
11836,12.313885293641803,49448.0,103.06.06
11851,12.507290582274964,57636.0,103.06.07
11872,12.6,30199.0,103.06.07
11875,12.7,24396.0,103.06.09
11896,12.53406851071625,54590.0,103.06.10
11911,12.295711161124672,63094.0,103.06.11
11926,12.0993372484488,66239.0,103.06.12
11941,12.0,68337.0,103.06.13
11956,12.1500963721249,70041.0,103.06.14
11978,12.3,35043.0,103.06.14
11979,12.1,36281.0,103.06.16
11999,12.0532885846895,68084.0,103.06.17
12013,11.901281826722505,62801.0,103.06.18
12027,11.696241675334152,64417.0,103.06.19
12042,11.44633494862214,68512.0,103.06.20
12057,11.44925039735384,69837.0,103.06.21
12078,11.6,34744.0,103.06.21
12081,11.0,31509.0,103.06.23
12102,11.509190317455372,64198.0,103.06.24
12117,11.897061923779264,67357.0,103.06.25
12132,11.893154991216443,64894.0,103.06.26
12147,12.0,69223.0,103.06.27
12162,12.096044038066804,75026.0,103.06.28
12184,12.2,36029.0,103.06.28
12186,11.0,19091.0,103.06.30
12207,10.87495190608928,50942.0,103.07.01
12222,10.65497628434767,49967.0,103.07.02
12237,10.383403158233968,21721.0,103.07.03
12252,10.3,6408.0,103.07.04
12267,10.23267280568831,8579.0,103.07.05
12289,10.2,5776.0,103.07.05
12290,10.5,1810.0,103.07.07
12318,10.5,1810.0,103.07.07
12549,24.0,1379.0,103.07.25
12564,22.459283930058284,6005.0,103.07.26
