,P,Q,t
12720,24.0,7060.0,103.08.05
12735,25.619489168001348,11863.0,103.08.06
12749,28.48915124441608,9402.0,103.08.07
12763,29.0,10195.0,103.08.08
12777,27.289400921658988,13020.0,103.08.09
12790,28.62141961840212,21541.0,103.08.10
12805,30.0,14117.0,103.08.10
12834,30.0,8004.0,103.08.14
12848,32.71444888635066,17510.0,103.08.15
12862,29.52361889511609,17486.0,103.08.16
12876,25.172240036646816,17464.0,103.08.17
12891,27.0,9484.0,103.08.17
12904,28.0,4379.0,103.08.19
12918,25.977421539850983,8858.0,103.08.20
12932,35.02378149281846,12741.0,103.08.21
12946,40.598305452965455,13809.0,103.08.22
12960,37.180767416260416,12718.0,103.08.23
12973,35.0,15307.0,103.08.24
12990,35.0,8136.0,103.08.24
13004,34.0,4400.0,103.08.26
13019,38.59673208933578,10343.0,103.08.27
13034,41.06115525399518,11201.0,103.08.28
13048,41.022858204794645,10762.0,103.08.29
13064,37.56300663227708,10856.0,103.08.30
13078,36.266831219678274,11749.0,103.08.31
13095,39.0,6397.0,103.08.31
13108,43.0,6248.0,103.09.02
13123,38.62860254083485,13775.0,103.09.03
13138,35.86948032442175,13316.0,103.09.04
13152,36.58186752437431,9949.0,103.09.05
13167,34.962294702752715,8646.0,103.09.06
13181,36.16841890374605,9797.0,103.09.07
13193,35.85108438909169,9314.0,103.09.08
13208,33.0,4003.0,103.09.08
13224,36.0,8754.0,103.09.11
13238,33.985268039830856,14662.0,103.09.12
13252,30.462140175219023,12784.0,103.09.13
13265,31.93823088455772,13340.0,103.09.14
13281,34.0,6464.0,103.09.14
13294,37.0,5092.0,103.09.16
13308,37.0,11444.0,103.09.17
13322,34.598805335078964,12221.0,103.09.18
13336,31.43406552769765,13521.0,103.09.19
13350,31.0,14864.0,103.09.20
13363,35.4958396598846,16465.0,103.09.21
13379,39.0,9253.0,103.09.21
13392,33.0,3369.0,103.09.23
13405,30.835841878928218,12092.0,103.09.24
13419,27.409003037834854,18105.0,103.09.25
13432,24.58810255124428,15953.0,103.09.26
13446,25.11292608842389,14815.0,103.09.27
13459,22.66207416177816,18581.0,103.09.28
13475,20.0,10337.0,103.09.28
13488,24.0,8469.0,103.09.30
13502,22.91290287808559,18554.0,103.10.01
13516,22.496001999000494,20010.0,103.10.02
13530,22.554128747696947,17911.0,103.10.03
13544,22.582147341984093,19112.0,103.10.04
13558,23.0,21762.0,103.10.05
13573,23.0,10636.0,103.10.05
13586,25.0,8768.0,103.10.07
13600,24.026517590587133,17083.0,103.10.08
13614,21.714880417925063,12251.0,103.10.09
13628,21.70643332511708,12171.0,103.10.10
13643,25.22712594187298,18580.0,103.10.11
13656,27.0,19804.0,103.10.12
13674,27.0,9459.0,103.10.12
13688,32.0,10374.0,103.10.14
13703,29.545472043114238,20782.0,103.10.15
13718,28.215062662567984,16916.0,103.10.16
13732,27.8805889137662,14739.0,103.10.17
13748,26.610787345385347,16816.0,103.10.18
13762,24.16005527088491,17369.0,103.10.19
